user_id,test_domain,classification,elapsed_time,result
ef03e9ec-33a3-4733-b714-fee31a93756b,dl-dropbox.github.io,1,1688,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,match.microsoftexceldoc.com,1,2595,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,apple-id.com.update.slavna-plus.com.ua,1,1294,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,dhlexp.cf,1,1333,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,online.americaexpress.moracom.co.uk,1,1527,1
ef03e9ec-33a3-4733-b714-fee31a93756b,paypal-community.com,0,2448,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dhl-tracking.bkth-bkk.com,1,1116,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,amazon.com-log-service.himanshusabharwal.com,1,2094,1
ef03e9ec-33a3-4733-b714-fee31a93756b,google.drive.chileboats.cl,1,1376,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,onlinebanking-bankofamerica-com.tk,1,1744,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,xfinitysignin.from-va.com,1,1570,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dhlship.tk,1,1581,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,www.amazonecard.com,1,2903,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,in-docusigns-files.com,1,2340,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,bankofamerica.com.signinv2.es,1,1727,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,secure1.store.apple.com,0,1882,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,bankofamericar.miwomensconference.org,1,2665,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,sso.dhl-usa.com,0,3031,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,jpmorganchase.com,0,2248,0
ef03e9ec-33a3-4733-b714-fee31a93756b,www.docusigner.org,1,11481,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,www.amazon-bestsellers.net,1,1829,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,google.drive.chileboats.cl,1,1255,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,support.apple.com,0,2069,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dhl.com,0,1683,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,www.facebook.ellom.in,1,1890,1
ef03e9ec-33a3-4733-b714-fee31a93756b,att.com,0,4728,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,wellsfargo.com.aandagruoupbd.net,1,1889,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,docusignfolder.com,1,2144,0
ef03e9ec-33a3-4733-b714-fee31a93756b,xfinity-update.jordanstyles.gq,1,1976,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,linkedinsecurity.athenafinance.com.au,1,1778,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,micrsoftomline.com,1,2372,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,login.microsoftonline.the-angel-network.com,1,5933,0
ef03e9ec-33a3-4733-b714-fee31a93756b,jpmorganchase.com,0,1888,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,amazon.com-welcome-amazon-login.update-cgi954745-002.tkladders.ie,1,1324,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,login.att.net.issue-authentication.ml,1,1779,1
ef03e9ec-33a3-4733-b714-fee31a93756b,americanexpress.com,0,1408,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dropbox.com,0,1373,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,instgram.besaba.com,1,1927,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,docusignn.com,1,1796,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,facebook-login.mywire.org,1,3546,1
ef03e9ec-33a3-4733-b714-fee31a93756b,www.facebook.getoffer.info,1,2808,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,myprofile2001.id3-440-wellsfargo.com,1,1334,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,www.facebook.com.bckiwanis.org,1,2256,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,americanexpress.com,0,1600,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,paypal.verif-serv.info,1,997,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com-log-service.himanshusabharwal.com,1,2814,1
ef03e9ec-33a3-4733-b714-fee31a93756b,idauthweb.orange.fr.bodrumsatilikemlak.net,1,2664,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,drive.google.cnc-style.de,1,1442,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,secure.bankofamerica.com,0,2685,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram-verif.cf,1,2155,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,paypal.com,0,1250,0
ef03e9ec-33a3-4733-b714-fee31a93756b,xfinityprepaid.net,0,1664,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,wellsfargo.users.personalsecurity.findmybooks.in,1,4085,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,secureonline.att.homephoneandinternet.actlap.org,1,2048,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,instgram.besaba.com,1,1176,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,email-bank0famerica.ga,1,1902,1
ef03e9ec-33a3-4733-b714-fee31a93756b,global-americanexpress.com,1,1664,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,login.comcast.net-xfinity-securelogin-validateaccount.x009.net,1,1646,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,www.orange.ne,1,1329,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,accounts.google.com,0,2039,0
ef03e9ec-33a3-4733-b714-fee31a93756b,myhealth.bankofamerica.com,0,1464,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.drive.chileboats.cl,1,1858,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,facebook.com,0,1320,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,connect.xfinity.com.free-flash-games-online.com,1,1381,1
ef03e9ec-33a3-4733-b714-fee31a93756b,support.apple.com,0,1744,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,dhlexpress.cf,1,1568,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,www.americanexpress-sx89gox03gqn.com,1,1641,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,microsoft-openings-security-alert-errorpage111.online,1,2879,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,global.americanexpress.com,0,2753,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,amazon.com,0,1224,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,welcomeamericanexpress.com,1,1814,0
ef03e9ec-33a3-4733-b714-fee31a93756b,account.amazon.jobs,0,2543,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,verify.netflix-alerts.com,1,1868,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dropbox.reddirtbbq.com,1,1790,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,linkedinvalidation.eu,1,1626,0
ef03e9ec-33a3-4733-b714-fee31a93756b,connect.xfinity.com.free-flash-games-online.com,1,1209,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,login.comcast.net-xfinity-securelogin-validateaccount.x009.net,1,3375,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,admin.att.mobiliariostore.com,1,1771,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,faceboksecurty.com,1,1396,0
ef03e9ec-33a3-4733-b714-fee31a93756b,dhl.com,0,1544,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,xfinitysignin.from-va.com,1,1774,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,windowscentral.com,0,1258,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,login-facebook.hkdaily02.one,1,1341,1
ef03e9ec-33a3-4733-b714-fee31a93756b,facebook.lbyts.com,1,1384,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,document-share-docusign-mess.classicalschoolathome.com,1,2106,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,linkedinn2.weebly.com,1,1123,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,topup.orange.com,0,3427,1
ef03e9ec-33a3-4733-b714-fee31a93756b,linkedinvalidation.eu,1,1504,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,docusign-docs.tk,1,1932,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,premieraccount-netflix.com,1,1426,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,media.netflix.com,0,2811,1
ef03e9ec-33a3-4733-b714-fee31a93756b,microsoft-outlook.355service.com,1,1688,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,login.comcast.net-xfinity-securelogin-validateaccount.x009.net,1,1085,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,onlinebanking-bankofamerica-com.tk,1,2646,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,www.securedropbox.file.godaddi.win,1,2474,0
ef03e9ec-33a3-4733-b714-fee31a93756b,refresh.linkedin.com.cgibin3302asuas.login-submit.cgibinsq435.memberrefresh301231.delcos.org,1,1304,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,login.att.net.issue-authentication.ml,1,1572,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,servicewellsfargocom.ga,1,2574,1
ef03e9ec-33a3-4733-b714-fee31a93756b,id.orange.fr.piggyhawk.net,1,1216,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,play.google.com,0,1670,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,appleid.apple.com.idapple-dk.tk,1,2413,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dropbox.org.mx,1,1519,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,in-docusigns-files.com,1,1690,1
ef03e9ec-33a3-4733-b714-fee31a93756b,onedrive.live.com,0,1608,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,1https.connect.secure.wellsfargo.com.tropfsteinhoehle.com,1,1000,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,outlook-microsoft.xv4567.net,1,1663,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,secure.amazon.com.achiverscs.com,1,2254,0
ef03e9ec-33a3-4733-b714-fee31a93756b,facebooke.info,1,1431,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,microsoftdrop.com,1,1346,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,upgradexfinitynow.com,1,1812,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,dropbox-documents.us,1,2380,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com-welcome-amazon-login.update-cgi954745-002.tkladders.ie,1,2875,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,bankofamerica.online.dhadetailing.com,1,1588,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,jpmorganchaseauthe.ghaffarigroup.com,1,2030,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,paymentnet.jpmorgan.com,0,2858,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,amazon-co-uk-ssl-mail.co.uk,1,1085,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,0,1931,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,americanexpress-secure.com,1,2008,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,instagram.com.userig.gq,1,1106,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,dropbox.reddirtbbq.com,1,1733,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,facebookbeta.ga,1,1472,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,accounts.google.com,0,1948,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,security-paypal.com,1,1435,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,update-info-data-paypal.usa.cc,1,1711,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,verifcation.itunees.applee.uk.id.login.divulga-se.info,1,1495,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,www.online.att.net.homephone.uverse.admasonry.ca,1,2298,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,microsoftupgrade-net.ml,1,2347,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,chasebank.scotibanks.com,1,2074,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,support.docusign.com,0,1806,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,connect.xfinity.com.free-flash-games-online.com,1,2354,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,docusignfolder.com,1,2193,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,mydhl.express.dhl,0,1830,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,online-americaexpress.depilab.cl,1,1386,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,enbankofamerica.ngjm.info,1,2022,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,apps.apple.com,0,1939,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,shipment-dhl-notification.000webhostapp.com,1,2008,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,instgram.besaba.com,1,2488,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,prepaid.bankofamerica.com,0,2348,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,login.xfinity.com,0,2352,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,paypal-resolve-now.sign-in-customer.info,1,1736,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,paypal.verif-serv.info,1,3573,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,login.docusign.encryptfolder.net,1,1482,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,secure.paypal.com.serviceaccount-loginpage.privycy.info,1,3183,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,prepaid.bankofamerica.com,0,2612,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,business.linkedin.com,0,2337,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,dvd.netflix.com,0,2328,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,amazon-ssl-login.co.uk,1,1494,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,chasecomcredit-cards-rtbl-account-access-rtbl.000webhostapp.com,1,2233,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,srv5-americanexpress.com,1,3053,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,paypal.verif-serv.info,1,4195,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,instagramn.co.nf,1,1734,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,upgradexfinitynow.com,1,2381,1
be07c01a-ddd0-40ae-a147-e0e40fb895ab,americanexpressbeta.com,1,2440,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,netflixptt.com,1,1442,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,yahooupdatingprogram.cnc-cs.com,1,1427,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,drive.google.com.continue.mrstu.net,1,2508,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,paypal.me,0,1769,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,netflix.com,0,1331,0
be07c01a-ddd0-40ae-a147-e0e40fb895ab,dropbox.verification-wellsfargo.com,1,2183,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,dhlexpress.delivery.recordcorrection.net,1,1706,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,login.xfinity.com.hastyfreights.com,1,2125,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,netflixonlineverification.com,1,2901,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,www.orange.fr.facturation74589.site,1,1288,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com.a4b.it,1,1912,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,id.orange.service-orange-check.com,1,1444,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instgram.besaba.com,1,1750,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,my.profile49394-wellsfargo.com,1,2493,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,login.comcast.net-xfinity-securelogin-validateaccount.x009.net,1,2795,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,shipment-dhl-notification.000webhostapp.com,1,1518,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,mobile.linkedin.com,0,3309,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,newsroom.fb.com,0,2670,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,apple-updates.cloudapp.net,1,3043,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,www.dhl.info.pl,1,2034,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,wellsfargo.pekur.sk,1,1826,0
bf3eebee-327b-4136-b3fb-0729a71e93aa,mydhl.dhl.com,0,1846,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,www.dropbox.com.secure.index-upload.files8h2s.com.yashmatiitc.org,1,2028,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,instagram.com-accounts-login.frozenfoodsehat.com,1,2128,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,paypal-community.com,0,2335,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,att.com,0,2722,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,www.dropbox-en.ml,1,1786,1
bf3eebee-327b-4136-b3fb-0729a71e93aa,secure.amazon.com.achiverscs.com,1,2262,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,login-facebook.hkdaily02.one,1,1492,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,microsoft-outlook.355service.com,1,2172,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,servicewellsfargocom.ga,1,1686,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,security-paypal.com,1,2254,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,connect.secure.wellsfargo.com,0,5789,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,netflixmaster.com,1,8308,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,facebook.lbyts.com,1,1692,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedinn2.weebly.com,1,3072,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,yahoo.com,0,1380,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,google.drive.chileboats.cl,1,1466,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo-mailverification.com,1,2973,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,www.facebook.ellom.in,1,1122,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,myprofile4001.9432948-wellsfargo.com,1,1999,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,dhlship.tk,1,2132,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,support.microsoft.com,0,1972,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,updatebankingwells.acc-wellsfargo-info.xyz,1,904,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,chase.com.checkingaccounts-creditcards.online.confirm.id-find.support-user-mail.data.unitam.edu.mx,1,1610,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,orange.com,0,1914,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,www.instagram-verified.com,1,4136,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,microsoft-outlook.355service.com,1,1368,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,myhealth.bankofamerica.com,0,1488,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,xfinity.com,0,1572,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,online.americanexpress.com,0,3637,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,login.drive.google.avdihd.tk,1,1954,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,amazon.com.a4b.it,1,884,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox-documents.us,1,2895,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,xfinity-update.jordanstyles.gq,1,2072,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,help.instagram.com,0,2734,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,ssl-google-com-seured.strengthgrind.com,1,1160,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,paypal-prepaid.com,0,1845,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,upgradexfinitynow.com,1,3396,0
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,id.orange.service-orange-check.com,1,2725,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,instagram.com.userig.gq,1,1386,0
0537de69-16f9-4fc6-be8f-f34537a7f01f,prepaid.bankofamerica.com,0,2126,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,googlefile.comli.com,1,2976,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,login.xfinity.com.hastyfreights.com,1,1385,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.ogistics-files.us,1,1826,1
0537de69-16f9-4fc6-be8f-f34537a7f01f,microsoft-outlook.037fx.com,1,1287,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahooppn.tk,1,1674,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,match.microsoftexceldoc.com,1,3952,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhlexpress.gq,1,2031,1
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,www.orange.fr.facturation74589.site,1,2550,1
bda40549-d39d-4a43-88a9-a06ba251d1d7,linkedn.altervista.org,1,3024,1
bda40549-d39d-4a43-88a9-a06ba251d1d7,products.office.com,0,1865,0
bda40549-d39d-4a43-88a9-a06ba251d1d7,instgram.besaba.com,1,2528,0
bda40549-d39d-4a43-88a9-a06ba251d1d7,linkedinvalidation.eu,1,3862,1
bda40549-d39d-4a43-88a9-a06ba251d1d7,americanexpress-tvbg.com,1,2606,1
bda40549-d39d-4a43-88a9-a06ba251d1d7,mail.yahoo.com,0,2068,0
