user_id,test_domain,elapsed_time,result,type
c73f79bc-736c-436d-8511-01604578ec31,dhlexpress.delivery.recordcorrection.net,2256,1,0
c73f79bc-736c-436d-8511-01604578ec31,connect.xfinity.com.free-flash-games-online.com,1848,1,0
c73f79bc-736c-436d-8511-01604578ec31,chasebank.scotibanks.com,6409,2,0
02bb8e6f-6568-4fd2-b349-194952dfb0b6,id.orange.fr.authuser2.bin.waltermarquez.com.ve,4524,2,0
02bb8e6f-6568-4fd2-b349-194952dfb0b6,myprofile4001.9432948-wellsfargo.com,1982,2,0
02bb8e6f-6568-4fd2-b349-194952dfb0b6,secure.paypal.com.serviceaccount-loginpage.privycy.info,2632,2,0
23214b07-0e77-4f1a-b595-e8f17f93a267,login.microsoftonline.the-angel-network.com,4192,1,0
23214b07-0e77-4f1a-b595-e8f17f93a267,americanexpress-tvbg.com,8104,1,0
23214b07-0e77-4f1a-b595-e8f17f93a267,remboursement.orange.fr.indulgencehbs.com.au,5584,2,0
23214b07-0e77-4f1a-b595-e8f17f93a267,facebookbeta.ga,2848,1,0
8e4dd822-0b17-4f55-b088-20b69f805e40,amazon.update.com.sonsofsamhorn.com,8512,1,0
8e4dd822-0b17-4f55-b088-20b69f805e40,www.dropbox.com.secure.index-upload.files8h2s.com.yashmatiitc.org,7554,3,0
8e4dd822-0b17-4f55-b088-20b69f805e40,dhl.ogistics-files.us,4399,3,0
8e4dd822-0b17-4f55-b088-20b69f805e40,updatebankingwells.acc-wellsfargo-info.xyz,5159,3,0
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,wellsfargo.users.personalsecurity.findmybooks.in,1612,1,0
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,onlinebanking-bankofamerica-com.tk,1574,1,0
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,microsoft-outlook.355service.com,6146,2,0
9d346f6a-53b3-42b7-89a6-69e96bb88849,dhlship.tk,4358,4,0
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,netflix-memservice.com,2490,2,0
9d346f6a-53b3-42b7-89a6-69e96bb88849,drive.google.com.yaho.ml,2184,1,0
9d346f6a-53b3-42b7-89a6-69e96bb88849,netflixmaster.com,2040,5,0
9d346f6a-53b3-42b7-89a6-69e96bb88849,www.orange.infoclientrsst.com,1744,5,0
9d346f6a-53b3-42b7-89a6-69e96bb88849,ssl-google-com-secured.spiritualscholars.com,28056,1,0
2fab1e01-ea03-4b83-b14b-b5b773281895,1https.connect.secure.wellsfargo.com.tropfsteinhoehle.com,2208,4,0
2fab1e01-ea03-4b83-b14b-b5b773281895,webdropbox.net,2360,5,0
daa4b8a7-1b64-4da8-bc58-d6a247290669,www.docusigner.org,8391,2,0
daa4b8a7-1b64-4da8-bc58-d6a247290669,paypal.verif-serv.info,7079,1,0
daa4b8a7-1b64-4da8-bc58-d6a247290669,instagram.com-accounts-login.frozenfoodsehat.com,9472,1,0
daa4b8a7-1b64-4da8-bc58-d6a247290669,instagram-verif.cf,2988,1,0
1ea4d215-8392-4c9f-ae58-78e45e3c7472,xfinity-update.jordanstyles.gq,2013,2,0
1ea4d215-8392-4c9f-ae58-78e45e3c7472,www.amazon.com.paulowanderley.com.br,2716,4,0
1ea4d215-8392-4c9f-ae58-78e45e3c7472,www.orange.ne,2156,4,0
33831479-934f-4ec3-9965-0eca6f069540,dropbox.org.mx,2579,2,0
33831479-934f-4ec3-9965-0eca6f069540,id-apple.store.update.cmd-pool.data.bullamakanka.com.au,6256,4,0
33831479-934f-4ec3-9965-0eca6f069540,www.amazon-bestsellers.net,3110,4,0
33831479-934f-4ec3-9965-0eca6f069540,jpmorganchaseorganizer.com,5537,3,0
33831479-934f-4ec3-9965-0eca6f069540,americanexpressverify.com,24383,5,0
33831479-934f-4ec3-9965-0eca6f069540,www.online.att.net.homephone.uverse.admasonry.ca,5952,4,0
9b5ff763-b061-48ff-a782-e2a2fbfaa7f8,dl-dropbox.github.io,648,5,0
33831479-934f-4ec3-9965-0eca6f069540,yahooupdatingprogram.cnc-cs.com,3024,4,0
93ed8579-78bb-4df6-ac5b-fd79a739407e,ssl-google-com-secured.spiritualscholars.com,2792,5,0
93ed8579-78bb-4df6-ac5b-fd79a739407e,americanexpressbeta.com,1032,4,0
93ed8579-78bb-4df6-ac5b-fd79a739407e,bankofamerica.online.dhadetailing.com,1241,5,0
f23f5746-9ed9-4307-a69c-d2b93d35e1cb,suport-secur.com-paypall.ga,3432,2,0
f23f5746-9ed9-4307-a69c-d2b93d35e1cb,netflixptt.com,7207,2,0
39dc5dd3-7ed4-43fe-a4e9-ddd69c8c097e,servicewellsfargocom.ga,2750,2,0
39dc5dd3-7ed4-43fe-a4e9-ddd69c8c097e,facebooke.info,2120,4,0
39dc5dd3-7ed4-43fe-a4e9-ddd69c8c097e,chase.com.checkingaccounts-creditcards.online.confirm.id-find.support-user-mail.data.unitam.edu.mx,2216,1,0
39dc5dd3-7ed4-43fe-a4e9-ddd69c8c097e,welsfargo-fund.com,1808,2,0
33831479-934f-4ec3-9965-0eca6f069540,login.microsoftonline.com.l--6.us,3297,2,0
cb7747c7-7301-4a67-8049-9dbe0c642263,netflixptt.com,3550,5,0
cb7747c7-7301-4a67-8049-9dbe0c642263,update-info-data-paypal.usa.cc,3024,1,0
33831479-934f-4ec3-9965-0eca6f069540,yahooppn.tk,1372,1,0
84806212-c392-4970-9fa8-ea45aa89954e,linkedinverification.eu,2908,1,0
cb7747c7-7301-4a67-8049-9dbe0c642263,docusignn.com,3008,3,0
cb7747c7-7301-4a67-8049-9dbe0c642263,account-secure-paypql.ga,1305,3,0
cb7747c7-7301-4a67-8049-9dbe0c642263,xfinity-signup.knottsapp.com,3095,4,0
f23f5746-9ed9-4307-a69c-d2b93d35e1cb,americanexpress-fraud.com,2727,4,0
2997496c-d1ac-4955-96b2-07103cb3fc5f,yahooppn.tk,1774,1,0
2997496c-d1ac-4955-96b2-07103cb3fc5f,login-account-netfliix.com,2424,1,0
2997496c-d1ac-4955-96b2-07103cb3fc5f,login.bankofamerica-service.com,2768,1,0
2997496c-d1ac-4955-96b2-07103cb3fc5f,login.microsoftonline.com.l--6.us,1576,1,0
32212fcc-39e2-4e3e-be69-cffaa802cefd,paypal-myaccounts.com,1542,1,0
32212fcc-39e2-4e3e-be69-cffaa802cefd,netflixmaster.com,1155,1,0
32212fcc-39e2-4e3e-be69-cffaa802cefd,secure-bankofamerica.com,891,1,0
1049c024-f9b3-450a-a1d1-2d0ea89ef4d4,amazon-co-uk-ssl-mail.co.uk,3064,2,0
32212fcc-39e2-4e3e-be69-cffaa802cefd,facebook-login.mywire.org,929,1,0
32212fcc-39e2-4e3e-be69-cffaa802cefd,welsfargo-fund.com,880,1,0
1049c024-f9b3-450a-a1d1-2d0ea89ef4d4,bankofamerica.online.dhadetailing.com,3707,1,0
95bcd133-8a5e-428d-a005-e841ace25607,outlook-microsoft.xv4567.net,3525,1,0
95bcd133-8a5e-428d-a005-e841ace25607,bankofamerica-com.ml,1666,1,0
95bcd133-8a5e-428d-a005-e841ace25607,chase.com.checkingaccounts-creditcards.online.confirm.id-find.support-user-mail.data.unitam.edu.mx,2132,1,0
dc69e057-a0f0-47b9-affc-a99cb1dc743d,www.access.logon.online.yahoo.ververoom.com,1816,3,0
f02cd6c9-2f04-4c79-9688-75540025fc5b,docusign-docs.tk,3104,2,0
f02cd6c9-2f04-4c79-9688-75540025fc5b,account-secure-paypql.ga,2360,2,0
95bcd133-8a5e-428d-a005-e841ace25607,apple-updates.cloudapp.net,3343,3,0
95bcd133-8a5e-428d-a005-e841ace25607,document-share-docusign-mess.classicalschoolathome.com,1728,2,0
f02cd6c9-2f04-4c79-9688-75540025fc5b,www.login-linkedin.com,3144,3,0
f02cd6c9-2f04-4c79-9688-75540025fc5b,facebookbeta.ga,2544,1,0
95bcd133-8a5e-428d-a005-e841ace25607,dropbox-documents.us,1550,3,0
95bcd133-8a5e-428d-a005-e841ace25607,secureserver.docusign.completeddocs.com,387,1,0
95bcd133-8a5e-428d-a005-e841ace25607,linkedin.com.marinyaki.com.au,313,1,0
dd9ccb01-d01c-4fb9-9b75-e5d685e8ec64,www.orange.fr.facturation74589.site,6507,1,0
dd9ccb01-d01c-4fb9-9b75-e5d685e8ec64,in-docusigns-files.com,2900,1,0
dd9ccb01-d01c-4fb9-9b75-e5d685e8ec64,login.comcast.net-xfinity-securelogin-validateaccount.x009.net,1884,1,0
95bcd133-8a5e-428d-a005-e841ace25607,instgram.besaba.com,1916,5,0
c65d38a7-126d-42be-89ef-3c8f0864496b,account-yahoo.mooo.com,2009,4,0
c65d38a7-126d-42be-89ef-3c8f0864496b,login-microsoft-us.com,6434,4,0
95bcd133-8a5e-428d-a005-e841ace25607,login-microsoft-us.com,12169,4,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,secure.paypal.com.serviceaccount-loginpage.privycy.info,3887,4,0
c65d38a7-126d-42be-89ef-3c8f0864496b,jpmorganchaseauthe.ghaffarigroup.com,3074,1,0
a4e3094f-361e-4fec-a206-5ba617de07da,id.orange.service-orange-check.com,1336,5,0
6f8f67c2-6978-4a05-bd6d-8ca12590199a,myjpmorganchaseupdate.hpage.co.in,2191,2,0
6f8f67c2-6978-4a05-bd6d-8ca12590199a,webdropbox.net,2272,5,0
6f8f67c2-6978-4a05-bd6d-8ca12590199a,xfinity-redirect.hj.cx,2608,2,0
c65d38a7-126d-42be-89ef-3c8f0864496b,microsoftdrop.com,2671,1,0
c65d38a7-126d-42be-89ef-3c8f0864496b,microsoftdrop.com,2113,1,0
c65d38a7-126d-42be-89ef-3c8f0864496b,microsoftdrop.com,696,1,0
c65d38a7-126d-42be-89ef-3c8f0864496b,dropbox.verification-wellsfargo.com,4272,3,0
c65d38a7-126d-42be-89ef-3c8f0864496b,w3dropbox.com,3097,1,0
c65d38a7-126d-42be-89ef-3c8f0864496b,netflixptt.com,2121,1,0
c65d38a7-126d-42be-89ef-3c8f0864496b,americanexpressbeta.com,3488,3,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,ssl-google-com-seured.strengthgrind.com,3008,1,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,onlinebanking-bankofamerica-com.tk,2642,3,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,secureserver.docusign.completeddocs.com,2450,1,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,wellsfargo.users.personalsecurity.findmybooks.in,15190,1,0
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,googleuploader.com,2100,3,0
d6b60690-e666-4c7f-888f-fde127ade7c2,verifybyamericanexpress.com,2187,5,0
d6b60690-e666-4c7f-888f-fde127ade7c2,www.userid-apple.net,2803,5,0
d6b60690-e666-4c7f-888f-fde127ade7c2,bankofamerica.com.signinv2.es,2969,1,0
d6b60690-e666-4c7f-888f-fde127ade7c2,instagram.helpverifycation.com,3808,4,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,amazon.com.update.nochelatinaclub.com,1424,4,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,outlook-microsoft.xv4567.net,2168,4,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,dropbox.org.mx,2280,3,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,dhl.ogistics-files.us,3032,4,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,googleuploader.com,2480,3,0
bfbe75c9-6232-4555-90ed-f6181d546f0e,login.bankofamerica-service.com,1824,4,0
1d9dd638-f67a-44e4-a20d-d3586b7d9291,mg15-yahoo.com,1095,3,0
873b85e4-9b57-423a-948e-0e9e75650f66,itunes.apple.verification.compte.id.admiral-placements.co.za,5807,1,0
f4ac3386-2193-4d30-a6b7-7081e9cbfa72,delivery-shipment-dhl.000webhostapp.com,2625,2,0
1d9dd638-f67a-44e4-a20d-d3586b7d9291,yahoo.com.verifyuser.account.catpellet.com.tr,880,2,0
1d9dd638-f67a-44e4-a20d-d3586b7d9291,bankofamerica-online-reconnect.ga,775,2,0
dd7c96ab-676c-435d-81cf-0637fe408242,id.apple.moodylake.com,4357,1,0
1d9dd638-f67a-44e4-a20d-d3586b7d9291,mail.paypal-account-limitied.ml,1904,3,0
1d9dd638-f67a-44e4-a20d-d3586b7d9291,mail.paypal-account-limitied.ml,544,2,0
873b85e4-9b57-423a-948e-0e9e75650f66,www.deletion.account.yahoo.ververoom.com,7337,2,0
f4ac3386-2193-4d30-a6b7-7081e9cbfa72,login.mail.yahoo.verify2.enerqy.co.uk,2632,1,0
dd7c96ab-676c-435d-81cf-0637fe408242,1https.connect.secure.wellsfargo.com.tropfsteinhoehle.com,2400,1,0
f4ac3386-2193-4d30-a6b7-7081e9cbfa72,amazon.com-log-service.himanshusabharwal.com,1848,1,0
dd7c96ab-676c-435d-81cf-0637fe408242,secure.paypal.com.serviceaccount-loginpage.privycy.info,2370,1,0
