user_id,completion_code,os,browser,version,is_mobile,finished_step1,finished_step2,finished_step3,            finished_step4,finished_questionnaire,age,gender,education,origin,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,            f11,f12,f13,f14,f15,f16,sum,avg,attention_test1,attention_test2,phishing,techniques,future
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,ee83684d-05ff-4594-96f8-d2238888a9f5,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905d562-79b7-4f1f-b045-708572f51e3b,8616c470-2e8d-4555-b2b5-31d29d37cf55,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,bachelor,north_america,2,3,2,4,4,4,3,1,2,3,2,2,3,0,3,0,38,2.375,never,sometimes,no,no,yes
40ce9b4e-45d7-4996-8d4c-6b0f53f02236,418f51cf-51af-4833-bc7b-c32897b36663,Windows 7,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc70c80c-179f-40f2-acab-1ca34be0ed49,ae661284-9b59-4569-9050-2d7bad27080c,OS X,Chrome,78.0.3904.97,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
325b1a9a-c2e7-4f5e-9704-cbbdf5bfa611,13fbee50-cca6-40a8-b3ab-b0bd5bd53a7c,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0da27cf4-6820-489a-81f6-845c3f11d8a9,0ad961a4-0151-460c-ab18-b2920a6e2f79,Windows 10.0,Chrome,77.0.3865.120,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26297582-d68c-43a8-a9f5-cd102f9144d9,863d3fc9-5419-4586-93ba-604bed77bcaf,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,36_45,male,bachelor,north_america,2,3,0,0,4,4,1,0,3,3,0,3,3,0,3,0,29,1.8125,never,rarely,no,yes,no
e261c26a-d4f3-4031-b921-843f437cd741,363f06be-6f7d-42da-bc63-ac83fdae7c4c,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f406073-5fc9-4592-a830-551a12932899,af3f556b-8c6a-4bab-bec6-0a6c0a25fff3,Windows 10.0,Chrome,78.0.3904.70,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01699478-6d3b-4f57-949f-d97e233e727c,9bf180b2-6665-4da6-bd35-a0fb153962c9,Windows 10.0,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233d83e-c559-48dd-ad28-027b1a1bb642,777db201-e223-42ad-af4f-6b7022984916,OS X El Capitan,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1df2cd3-fb9e-4f80-a33a-38827a2a7d0d,1a7f8027-99a6-4535-ad45-45c068227840,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9357d0b-a47e-43ac-bb69-00fba25e22ea,7eeeae6b-f6b2-4ec2-bc8e-aa547a5bc9cc,Windows 7,Chrome,77.0.3865.120,0,1,1,1,1,1,over_55,male,no_degree,north_america,2,3,1,1,0,4,0,0,3,2,0,2,4,0,4,0,26,1.625,never,sometimes,yes,no,yes
991264c7-b0e7-4a9b-9f54-59319080e349,b0107be3-36cd-44de-a099-de473aa47c8e,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,bachelor,north_america,2,2,3,3,4,4,0,0,2,4,0,2,2,3,2,0,33,2.0625,never,always,not_known,no,yes
50bf6d3a-b44c-4dd3-ae59-46d9403f66dd,e99116c6-3c38-46f8-9587-68a0e35cafe0,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,no_degree,north_america,4,4,4,4,4,4,0,0,4,4,0,0,4,0,4,0,40,2.5,never,always,yes,yes,yes
5642f697-3cfd-40f9-9c59-19022d93757e,c9ba86e1-0618-4da9-a457-e99aaf42ac66,Windows 10.0,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb36d40-767e-4edc-b9fa-644c356b93ec,3dacc404-a803-4329-857e-52bbb090f862,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36da6316-07ca-4d32-b479-374dbf2d2aae,e37f68ca-867f-4627-a024-7588d16b1e90,Windows 10.0,Firefox,70.0,0,1,1,1,1,1,36_45,male,high_school,north_america,3,4,0,0,4,0,0,0,4,3,0,0,4,0,4,0,26,1.625,never,sometimes,no,yes,not_known
f7ef700c-324b-497f-8919-1071f32403b4,17dd9bc7-513e-4823-a929-9d68fc2258b9,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,46_55,female,no_degree,north_america,3,3,0,0,0,0,1,0,2,4,0,3,3,3,1,0,23,1.4375,never,always,yes,not_all,yes
7201d2d1-5646-4c6b-9f85-6847c4dfbaf3,c2716542-3e6c-40d5-b48e-c6dff9bdce05,Windows 10.0,Firefox,70.0,0,1,1,1,1,1,46_55,male,bachelor,north_america,1,4,0,0,4,4,1,0,4,4,2,1,4,0,4,0,33,2.0625,never,always,no,not_all,yes
16a4e58c-ba00-4e70-8b75-6e8fdbbf1777,602adcd3-2343-4ce8-8804-67784788893b,Windows 8,Chrome,75.0.3770.100,0,1,1,1,1,1,36_45,female,bachelor,north_america,2,2,0,3,4,4,2,0,3,2,0,0,4,0,4,0,30,1.875,never,sometimes,no,yes,yes
850e8db5-d4b5-4a5b-b5e9-2ebb6340ceea,c9498bba-d7b3-424b-945f-b1ddca1ef7be,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,high_school,north_america,1,2,1,3,1,1,2,1,1,1,1,0,2,0,1,0,18,1.125,never,always,no,no,no
a8a93482-9e4e-4789-b95f-3ec54dac5189,52cc16d7-9a26-421a-b0b0-439533bef49a,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1b980ef-597d-4d68-8ac3-7dee5fa70589,f981ab31-84a2-486e-ad98-f08470a146d6,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,asia,2,3,3,3,3,2,3,3,2,2,4,2,3,3,2,2,42,2.625,always,often,no,no,yes
c18ffe35-a5c2-4daf-a3cf-101634664f8a,5994ee09-c7e3-4ad7-9c37-623c9ecd3398,Chrome OS,Chrome,78.0.3904.92,0,1,1,1,1,1,46_55,female,over_master,north_america,2,2,2,3,2,3,0,4,3,3,3,2,3,1,3,4,40,2.5,never,sometimes,no,no,yes
e9695e0c-1751-46e3-9400-a8900708f032,935c1beb-16a9-4ab3-8a29-f0993ecd7e7e,Windows 7,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634bab1-35b5-41a5-ae2d-2c1039434fdd,6bb6f22b-a750-4511-8aaa-d8acb96109be,Windows 8,Chrome,75.0.3770.100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53531ac2-5565-4afa-b2c8-b6d43b7c20ab,bd748ac7-6097-46d8-98d2-d1a856e8b395,Windows 7,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d968c3c3-0f7d-4da3-b2c5-e69692ce23aa,3b5c9360-fb71-4151-be6d-4c236362eb6d,macOS High Sierra,Opera,64.0.3417.92,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
622c8c1a-67b6-41e2-8543-6daa6b6a4303,352d52a3-9006-4f03-a1be-b6ce8aaaa606,Windows 10.0,Firefox,70.0,0,1,1,1,1,1,36_45,female,bachelor,north_america,0,1,2,2,4,4,2,0,3,3,0,2,3,1,3,2,32,2.0,never,rarely,no,no,yes
15f02070-f607-4140-9755-6ab9da896ed2,325b9137-4858-420e-b957-4b52cda10f84,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,over_55,female,bachelor,north_america,3,3,0,0,0,0,0,0,3,4,1,2,4,0,3,0,23,1.4375,never,always,no,no,yes
03da7f63-4e6f-4b60-97f7-6ae59303251e,61eb8e8f-9c1b-4aee-9b15-e810873073c9,Windows 10.0,Chrome,77.0.3865.120,0,1,1,1,1,1,26_35,male,bachelor,north_america,3,3,2,4,4,4,0,0,4,4,1,0,4,0,4,0,37,2.3125,never,always,no,no,yes
c73f79bc-736c-436d-8511-01604578ec31,006fda06-ad0a-4de9-8af8-8f0d49a8fe0f,Windows 10.0,Chrome,77.0.3865.120,0,1,1,1,1,1,26_35,male,bachelor,north_america,3,3,4,4,4,4,0,0,4,4,0,1,4,0,4,0,39,2.4375,never,rarely,no,not_all,yes
8b2ce460-075c-4422-96c8-2fbe664e6e73,232be23a-f5dd-45d5-b659-5c64e47204c7,Windows 7,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b68030a-ea0a-404b-abcf-936a2a774583,94a22bb9-58c3-4162-81de-ad3f6d08dee2,Windows 7,Chrome,78.0.3904.87,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
430a4909-21e6-4028-a927-3838e6e356a3,4b90329e-a2a9-427f-a9b0-cfcf6f8cd112,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,46_55,female,high_school,north_america,3,3,0,0,0,0,1,0,3,4,0,2,3,3,2,0,24,1.5,never,always,yes,not_all,yes
b6515d67-07be-4c30-9b40-e19e3db842cf,d250cb73-089f-4e66-b03b-b5c5b98e2c61,Windows 8.1,Chrome,78.0.3904.97,0,1,1,1,1,1,46_55,male,high_school,north_america,1,2,1,1,2,1,3,1,2,2,2,3,2,2,2,1,28,1.75,never,always,no,yes,not_known
5ac40b0b-bf8c-4628-ba4a-5653d2687f6e,b2a318ac-5236-412b-9599-0e69fb11262d,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,north_america,3,3,4,0,4,4,1,3,3,3,3,4,3,2,3,2,45,2.8125,never,sometimes,no,yes,no
f4f5b461-5f6d-4a59-8404-b18745362e70,04ba32b1-50e8-42bf-8719-94db83a011a6,Windows 8.1,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,bachelor,north_america,3,4,1,3,3,3,0,0,4,4,0,1,4,0,4,0,34,2.125,never,rarely,no,no,yes
307a1b7c-5e3d-4d48-b7c2-87ef2a727554,265b7712-df76-452c-943b-3978e1025d87,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98c8a074-6bdc-4e99-8624-907cd2a2a857,8606f406-e346-46eb-9ed0-20def1c22eca,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,north_america,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,4,44,2.75,sometimes,sometimes,no,yes,yes
f9916e7f-a2d2-4f39-a9e9-cb2adf42b525,7d4f90f0-c73d-4548-8779-d9708a699492,Windows 8.1,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
b538d184-33b2-47d6-b9fb-87c2ef90875e,7d500385-8dcf-4262-8cef-b126cff21c3d,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,over_55,male,high_school,north_america,3,4,0,1,1,4,0,0,4,4,2,0,4,0,4,0,31,1.9375,never,always,no,no,yes
428caed6-d312-4358-8586-b39c033163cd,916c45f9-68be-496c-8420-6d1055fd620b,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,no_degree,north_america,2,3,0,1,4,3,1,3,2,1,1,3,2,4,1,3,34,2.125,never,never,no,no,yes
e6bc3881-afab-427a-a396-9f433f21c57e,b572af23-af54-4015-9c4a-f1435bc5bfc2,Linux 64,Chrome,77.0.3865.120,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b39e83-797f-45a0-b06c-5a39aed8b633,15a021c2-63a7-45a3-9600-6e7295e8493f,Windows 10.0,Firefox,70.0,0,1,1,1,1,1,26_35,male,master,asia,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,2,41,2.5625,never,often,no,yes,yes
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,247048f2-4eee-417e-b6d0-dd6a795de86b,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,north_america,3,2,3,3,2,2,4,3,3,3,2,3,2,2,3,3,43,2.6875,sometimes,sometimes,no,yes,yes
f5de2041-13c1-4211-a5ae-1e1b5e282e36,dc889b35-6850-494a-9ed4-529b4667638e,Windows 10.0,Chrome,80.0.3964.0,0,1,1,1,1,1,18_25,female,over_master,north_america,2,3,4,3,3,3,0,0,2,4,0,3,2,3,1,0,33,2.0625,never,always,no,no,yes
25f460d1-db97-4376-9e5e-f7d78de76c81,c7541563-6c74-44a9-bbc0-db26e337e0ea,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,46_55,male,bachelor,north_america,3,4,2,3,4,4,0,0,4,3,3,1,4,0,4,0,39,2.4375,never,always,no,not_all,yes
98cdbe27-0a08-4ad9-999e-a05f8e397871,0c9e6a28-76cd-49f6-8821-a2e510a4654d,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,36_45,female,bachelor,north_america,4,4,3,4,4,4,0,0,4,4,0,2,2,3,2,0,40,2.5,never,always,no,yes,yes
02bb8e6f-6568-4fd2-b349-194952dfb0b6,1e420e8c-9308-4093-bba3-2c03db83320a,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,36_45,male,master,north_america,0,4,2,4,3,4,0,0,3,2,2,1,4,2,4,0,35,2.1875,never,always,no,yes,yes
9d346f6a-53b3-42b7-89a6-69e96bb88849,ff9337c5-1337-493f-97a8-2448628de36f,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,master,asia,0,3,3,4,4,4,2,0,4,2,1,1,4,1,4,1,38,2.375,never,always,no,no,yes
69c11e15-ca57-4be2-819b-11dadbd34a3f,6b8f4e75-f6a0-4a48-a30c-0b24dd058a2e,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,asia,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,61,3.8125,often,always,no,not_all,not_known
1adc9b51-94f3-417b-afb0-c61d393f0900,f0959a0b-86d5-4e1f-a2cf-3c5a04307000,Linux,Chrome,78.0.3904.96,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23214b07-0e77-4f1a-b595-e8f17f93a267,dda85c88-f2e8-4d33-a8cc-41f3644884b4,Linux 64,Firefox,70.0,0,1,1,1,1,1,36_45,male,bachelor,north_america,3,2,0,0,4,1,1,0,2,4,0,3,3,2,2,2,29,1.8125,never,always,no,not_all,yes
ef96405e-6b78-490d-9972-109dcbbe5f1f,7ae627c9-a74c-47fa-9f0b-dfd9e129eda3,Linux 64,Chrome,77.0.3865.120,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e4dd822-0b17-4f55-b088-20b69f805e40,29977aa8-ef99-489c-ab87-b2d985d42129,Linux 64,Chrome,77.0.3865.120,0,1,1,1,1,1,36_45,male,master,asia,2,3,2,3,4,4,2,1,3,3,2,1,4,2,3,2,41,2.5625,never,never,no,no,yes
2fab1e01-ea03-4b83-b14b-b5b773281895,f16f6859-bbde-45b6-b51c-88272f14596f,Windows 8.1,Chrome,78.0.3904.97,0,1,1,1,1,1,36_45,female,bachelor,asia,2,2,3,2,3,2,2,3,3,2,2,2,3,2,2,1,36,2.25,never,often,no,yes,yes
2bfbfa61-0f83-49a6-a89b-65ccf4b35a33,70a3180d-e1fc-43d2-8ab7-7709738f65e7,Windows 7,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d8e2f69-aa70-42a1-89c7-0677cdcea6fb,1eaee228-55a0-4b7a-8347-7f0aaa3789b5,OS X Mavericks,Chrome,67.0.3396.87,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b1f7cfb-5230-419c-bad1-0cfa46d6294c,ec276f67-af94-40eb-a6e1-669441eb8832,Linux 64,Chrome,77.0.3865.120,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb0b9d57-c0fe-45cd-a926-fdfe7ffec375,8d66668f-59f6-4fdf-9a49-c59971c4b2d0,Windows 10.0,Chrome,78.0.3904.97,0,0,1,1,0,1,36_45,male,high_school,north_america,2,2,4,1,4,4,2,3,2,2,2,2,4,2,2,1,39,2.4375,never,sometimes,no,no,yes
daa4b8a7-1b64-4da8-bc58-d6a247290669,081fa91d-0843-413f-b05c-7ed7c15915a4,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,36_45,female,not_answer,north_america,2,2,2,2,4,4,0,0,2,4,0,2,4,1,3,1,33,2.0625,never,always,yes,yes,yes
09a4bb65-ffa3-42b7-b451-caac52a840e3,73be8956-a3cc-4306-b6bc-c292235d9ee9,Windows 7,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ea4d215-8392-4c9f-ae58-78e45e3c7472,211c3067-09b8-44aa-91b4-968b6591fe53,Windows 10.0,Chrome,77.0.3865.90,0,1,1,1,1,1,36_45,female,bachelor,north_america,2,3,0,0,4,4,1,0,4,2,1,3,3,1,4,0,32,2.0,never,sometimes,not_known,yes,yes
c16158ca-2088-4cec-8bdf-c54a5be79a6f,70e748fc-27b7-421f-be93-3b82bc77d833,Linux 64,Firefox,70.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb0a5d27-d2de-4dc7-9a29-78cf0948f3e3,31f62653-fd91-42c2-a005-9fd814bbc067,Windows 7,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ad37ce5-5a02-417e-91e2-4f5ca8bd8818,1484a443-c34b-4c15-be0c-bb38f4e6642b,Windows 10.0,Chrome,78.0.3904.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33831479-934f-4ec3-9965-0eca6f069540,ce3e34bc-af3c-4cda-a032-6fb863a569fb,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,bachelor,asia,3,2,3,3,2,2,4,2,3,3,4,3,3,3,2,3,45,2.8125,never,sometimes,not_known,not_all,no
f23f5746-9ed9-4307-a69c-d2b93d35e1cb,393b74d5-bd3a-4346-9831-28a81ec563db,Windows 7,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,female,bachelor,asia,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,36,2.25,never,rarely,no,no,not_known
bc8f09c7-8ec1-4188-80c1-fb4aaab7bc8d,d2feeca1-1afb-4ced-b520-f0127832c0e3,Windows 10.0,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049c024-f9b3-450a-a1d1-2d0ea89ef4d4,f9c4aa1e-a177-4e75-bd42-759d64019e79,Windows 10.0,Chrome,78.0.3904.97,0,1,1,1,1,1,26_35,male,master,asia,0,2,1,4,3,4,3,0,3,3,2,2,2,0,2,1,32,2.0,never,sometimes,yes,no,yes
9fa8fccc-9284-415d-a71e-ea2c2b4d5044,6f43802b-eef2-468c-ace6-63f567eb9b8e,Linux,Chrome,77.0.3865.116,1,1,0,0,1,1,46_55,female,master,north_america,3,4,2,3,2,4,0,0,4,4,1,2,3,1,3,0,36,2.25,never,always,yes,yes,yes
86697574-1bd2-4d21-bcc4-aeaa7675baa4,0ae7cdc5-d12a-4a83-96b2-dc282aa1bb49,Windows 10.0,Chrome,78.0.3904.97,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
