user_id,reference_domain,squatting_technique,created_domain,elapsed_time,squatting_technique1,squatting_technique2,squatting_technique3,squatting_technique4,squatting_technique5
be07c01a-ddd0-40ae-a147-e0e40fb895ab,wellsfargo.com,combosquatting,newellsfargo-secure.com,6139,subdomain,combosquatting,typosquatting,wrong_tld,homograph
0537de69-16f9-4fc6-be8f-f34537a7f01f,orange.com,homograph,orаnge.com,23822,typosquatting,subdomain,wrong_tld,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,apple.com,typosquatting,aple.com,33095,typosquatting,homograph,combosquatting,subdomain,wrong_tld
0537de69-16f9-4fc6-be8f-f34537a7f01f,chase.com,typosquatting,wwwchase.com,9048,typosquatting,wrong_tld,combosquatting,subdomain,homograph
bda40549-d39d-4a43-88a9-a06ba251d1d7,bankofamerica.com,typosquatting,bankoafmerica.com,25362,combosquatting,subdomain,typosquatting,wrong_tld,homograph
0537de69-16f9-4fc6-be8f-f34537a7f01f,google.com,wrong_tld,google.net,9359,subdomain,combosquatting,wrong_tld,homograph,typosquatting
f597edb9-0b34-492c-a0f9-9ce102808cad,bankofamerica.com,homograph,bank๐famerica.com,53293,combosquatting,wrong_tld,typosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,americanexpress.com,homograph,americαnexpress.com,23848,subdomain,homograph,wrong_tld,typosquatting,combosquatting
be07c01a-ddd0-40ae-a147-e0e40fb895ab,netflix.com,typosquatting,wwwnetflix.com,37456,typosquatting,combosquatting,homograph,subdomain,wrong_tld
bda40549-d39d-4a43-88a9-a06ba251d1d7,bankofamerica.com,homograph,bankofamerӏca.com,14018,wrong_tld,typosquatting,combosquatting,homograph,subdomain
0537de69-16f9-4fc6-be8f-f34537a7f01f,paypal.com,typosquatting,papyal.com,14089,combosquatting,typosquatting,subdomain,wrong_tld,homograph
f597edb9-0b34-492c-a0f9-9ce102808cad,paypal.com,typosquatting,wwwpaypal.com,14484,combosquatting,homograph,typosquatting,subdomain,wrong_tld
bda40549-d39d-4a43-88a9-a06ba251d1d7,americanexpress.com,typosquatting,amerivanexpress.com,8704,combosquatting,typosquatting,subdomain,wrong_tld,homograph
0537de69-16f9-4fc6-be8f-f34537a7f01f,wellsfargo.com,combosquatting,xwellsfargo-secure.com,8979,typosquatting,wrong_tld,homograph,subdomain,combosquatting
bda40549-d39d-4a43-88a9-a06ba251d1d7,dhl.com,wrong_tld,dhl.net,7407,typosquatting,wrong_tld,combosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,orange.com,combosquatting,secure-orange.com,23554,homograph,typosquatting,combosquatting,subdomain,wrong_tld
f597edb9-0b34-492c-a0f9-9ce102808cad,amazon.com,typosquatting,amazom.com,18456,subdomain,combosquatting,homograph,typosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,dhl.com,subdomain_usage,jnmbm.dhl.com.support.test-domain.com,19832,subdomain,typosquatting,combosquatting,wrong_tld,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,dhl.com,typosquatting,dlh.com,28826,typosquatting,combosquatting,wrong_tld,subdomain,homograph
bda40549-d39d-4a43-88a9-a06ba251d1d7,yahoo.com,homograph,yah੦o.com,13519,combosquatting,typosquatting,subdomain,homograph,wrong_tld
0537de69-16f9-4fc6-be8f-f34537a7f01f,google.com,typosquatting,gogle.com,21174,combosquatting,subdomain,typosquatting,wrong_tld,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,xfinity.com,subdomain_usage,602qk.xfinity.com.test-domain.com,7616,typosquatting,homograph,subdomain,wrong_tld,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,wellsfargo.com,typosquatting,wellsfrago.com,9588,combosquatting,subdomain,typosquatting,homograph,wrong_tld
0537de69-16f9-4fc6-be8f-f34537a7f01f,chase.com,typosquatting,case.com,7233,typosquatting,homograph,subdomain,wrong_tld,combosquatting
34b94fb6-0f40-4562-89e0-fd03b4c7507f,dhl.com,subdomain_usage,vxzs1.dhl.com.test-domain.com,17086,subdomain,wrong_tld,homograph,combosquatting,typosquatting
cdc7a152-91cf-48d6-bd77-c3ada579ee18,facebook.com,combosquatting,support-facebook-signin.com,7594,subdomain,typosquatting,combosquatting,homograph,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,subdomain_usage,authentication.google.com.test-domain.com,29059,subdomain,wrong_tld,homograph,combosquatting,typosquatting
0537de69-16f9-4fc6-be8f-f34537a7f01f,dhl.com,subdomain_usage,support.dhl.com.validation.test-domain.com,5693,combosquatting,typosquatting,wrong_tld,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,orange.com,wrong_tld,orange.top,14439,subdomain,homograph,typosquatting,combosquatting,wrong_tld
cdc7a152-91cf-48d6-bd77-c3ada579ee18,facebook.com,subdomain_usage,r4p9l.facebook.com.test-domain.com,10533,combosquatting,wrong_tld,typosquatting,subdomain,homograph
34b94fb6-0f40-4562-89e0-fd03b4c7507f,dhl.com,combosquatting,adhl.com,12271,homograph,subdomain,typosquatting,combosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,bankofamerica.com,subdomain_usage,official.bankofamerica.com.support.test-domain.com,8843,wrong_tld,typosquatting,combosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,subdomain_usage,signin.dhl.com.test-domain.com,17019,typosquatting,combosquatting,homograph,subdomain,wrong_tld
cdc7a152-91cf-48d6-bd77-c3ada579ee18,xfinity.com,homograph,xfįnity.com,11495,wrong_tld,homograph,typosquatting,combosquatting,subdomain
34b94fb6-0f40-4562-89e0-fd03b4c7507f,bankofamerica.com,homograph,bańkofamerica.com,14719,homograph,typosquatting,combosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,wellsfargo.com,homograph,wĕllsfargo.com,12282,combosquatting,wrong_tld,subdomain,typosquatting,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,instagram.com,subdomain_usage,mobile.instagram.com.kli65.test-domain.com,6285,subdomain,typosquatting,combosquatting,wrong_tld,homograph
bda40549-d39d-4a43-88a9-a06ba251d1d7,apple.com,combosquatting,x2apple-secure.com,11077,combosquatting,subdomain,typosquatting,wrong_tld,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,google.com,typosquatting,wwwgoogle.com,6903,typosquatting,combosquatting,homograph,subdomain,wrong_tld
34b94fb6-0f40-4562-89e0-fd03b4c7507f,americanexpress.com,subdomain_usage,i8e90.americanexpress.com.mobile.test-domain.com,7425,combosquatting,typosquatting,homograph,subdomain,wrong_tld
459282c6-4666-4097-841c-8aa65c762c66,instagram.com,subdomain_usage,g90yr.instagram.com.test-domain.com,41988,homograph,typosquatting,combosquatting,wrong_tld,subdomain
bda40549-d39d-4a43-88a9-a06ba251d1d7,dhl.com,typosquatting,dlh.com,7650,homograph,combosquatting,typosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,combosquatting,official-americanexpress.com,13671,combosquatting,subdomain,homograph,typosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,homograph,g໐ogle.com,29391,combosquatting,typosquatting,homograph,wrong_tld,subdomain
2e0ae926-c285-4b86-ba96-bd047a52d41d,chase.com,homograph,chȧse.com,159170,subdomain,typosquatting,combosquatting,wrong_tld,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,xfinity.com,typosquatting,xtinity.com,12336,typosquatting,combosquatting,wrong_tld,subdomain,homograph
bda40549-d39d-4a43-88a9-a06ba251d1d7,docusign.com,typosquatting,docusgn.com,7721,subdomain,typosquatting,homograph,combosquatting,wrong_tld
34b94fb6-0f40-4562-89e0-fd03b4c7507f,wellsfargo.com,wrong_tld,wellsfargo.top,14087,subdomain,wrong_tld,homograph,combosquatting,typosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,att.com,subdomain_usage,cac5h.att.com.gmtbj.test-domain.com,8218,homograph,typosquatting,subdomain,combosquatting,wrong_tld
bda40549-d39d-4a43-88a9-a06ba251d1d7,att.com,combosquatting,patt-authentication.com,6154,homograph,wrong_tld,typosquatting,combosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,americanexpress.com,homograph,amerіcanexpress.com,12601,typosquatting,homograph,wrong_tld,combosquatting,subdomain
cdc7a152-91cf-48d6-bd77-c3ada579ee18,linkedin.com,wrong_tld,linkedin.md,9057,typosquatting,homograph,combosquatting,subdomain,wrong_tld
34b94fb6-0f40-4562-89e0-fd03b4c7507f,instagram.com,subdomain_usage,b40qk.instagram.com.qsd1b.test-domain.com,7487,subdomain,combosquatting,wrong_tld,typosquatting,homograph
bda40549-d39d-4a43-88a9-a06ba251d1d7,orange.com,typosquatting,oragne.com,6693,combosquatting,typosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,homograph,amazoᴨ.com,9262,homograph,combosquatting,typosquatting,wrong_tld,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,xfinity.com,subdomain_usage,y0i30.xfinity.com.authentication.test-domain.com,5399,typosquatting,subdomain,wrong_tld,combosquatting,homograph
cdc7a152-91cf-48d6-bd77-c3ada579ee18,americanexpress.com,wrong_tld,americanexpress.net,11168,subdomain,typosquatting,wrong_tld,combosquatting,homograph
459282c6-4666-4097-841c-8aa65c762c66,dropbox.com,typosquatting,dropboxx.com,29764,wrong_tld,combosquatting,typosquatting,homograph,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,linkedin.com,subdomain_usage,txyex.linkedin.com.t7o0t.test-domain.com,9085,combosquatting,subdomain,wrong_tld,homograph,typosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,typosquatting,americanexpres.com,14327,homograph,typosquatting,wrong_tld,combosquatting,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,homograph,amĕricanexpress.com,14321,homograph,typosquatting,combosquatting,subdomain,wrong_tld
2e0ae926-c285-4b86-ba96-bd047a52d41d,yahoo.com,subdomain_usage,login.yahoo.com.test-domain.com,53133,homograph,combosquatting,subdomain,typosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,orange.com,typosquatting,oragne.com,39562,typosquatting,homograph,combosquatting,subdomain,wrong_tld
459282c6-4666-4097-841c-8aa65c762c66,facebook.com,typosquatting,facebbook.com,25374,homograph,wrong_tld,subdomain,combosquatting,typosquatting
ff1048ec-3f11-44c1-a715-dc632b86aee7,instagram.com,typosquatting,instagrm.com,173302,typosquatting,combosquatting,homograph,wrong_tld,subdomain
ff1048ec-3f11-44c1-a715-dc632b86aee7,google.com,wrong_tld,google.net,10751,homograph,wrong_tld,combosquatting,typosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,netflix.com,typosquatting,netflx.com,13400,combosquatting,homograph,subdomain,typosquatting,wrong_tld
ff1048ec-3f11-44c1-a715-dc632b86aee7,dropbox.com,combosquatting,zxdropbox.com,5752,typosquatting,wrong_tld,combosquatting,subdomain,homograph
ff1048ec-3f11-44c1-a715-dc632b86aee7,dropbox.com,subdomain_usage,6820k.dropbox.com.test-domain.com,5597,combosquatting,homograph,typosquatting,subdomain,wrong_tld
53dc7601-4839-4708-8752-d0845829ddcc,linkedin.com,typosquatting,linkedni.com,21027,typosquatting,subdomain,wrong_tld,combosquatting,homograph
53dc7601-4839-4708-8752-d0845829ddcc,netflix.com,subdomain_usage,x8ucf.netflix.com.test-domain.com,16924,typosquatting,subdomain,homograph,combosquatting,wrong_tld
ff1048ec-3f11-44c1-a715-dc632b86aee7,chase.com,homograph,chaꜱe.com,25781,typosquatting,wrong_tld,subdomain,combosquatting,homograph
2e0ae926-c285-4b86-ba96-bd047a52d41d,instagram.com,homograph,iñstagram.com,56490,combosquatting,subdomain,homograph,typosquatting,wrong_tld
459282c6-4666-4097-841c-8aa65c762c66,wellsfargo.com,subdomain_usage,wellsfargo.com.j85zb.test-domain.com,57951,typosquatting,combosquatting,subdomain,wrong_tld,homograph
ff1048ec-3f11-44c1-a715-dc632b86aee7,apple.com,homograph,appᛁe.com,9309,combosquatting,homograph,typosquatting,subdomain,wrong_tld
53dc7601-4839-4708-8752-d0845829ddcc,dropbox.com,homograph,dr૦pbox.com,14716,homograph,typosquatting,subdomain,combosquatting,wrong_tld
ff1048ec-3f11-44c1-a715-dc632b86aee7,dhl.com,wrong_tld,dhl.net,7806,combosquatting,wrong_tld,typosquatting,subdomain,homograph
53dc7601-4839-4708-8752-d0845829ddcc,amazon.com,wrong_tld,amazon.net,8551,typosquatting,wrong_tld,homograph,combosquatting,subdomain
a5fe969e-f9e6-49f4-88a6-46ddddc8851b,chase.com,typosquatting,chaase.com,18637,typosquatting,subdomain,wrong_tld,combosquatting,homograph
ff1048ec-3f11-44c1-a715-dc632b86aee7,orange.com,homograph,oraňge.com,10240,typosquatting,wrong_tld,combosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,typosquatting,yyahoo.com,16940,wrong_tld,typosquatting,combosquatting,homograph,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,wrong_tld,amazon.net,24089,subdomain,typosquatting,combosquatting,homograph,wrong_tld
53dc7601-4839-4708-8752-d0845829ddcc,netflix.com,combosquatting,phnetflix-login.com,16469,homograph,wrong_tld,combosquatting,typosquatting,subdomain
ff1048ec-3f11-44c1-a715-dc632b86aee7,wellsfargo.com,homograph,wellsfarǥo.com,17324,homograph,typosquatting,combosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,combosquatting,secure-yahoo.com,10501,subdomain,typosquatting,wrong_tld,combosquatting,homograph
a5fe969e-f9e6-49f4-88a6-46ddddc8851b,yahoo.com,typosquatting,yajoo.com,23515,combosquatting,subdomain,typosquatting,wrong_tld,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,americanexpress.com,subdomain_usage,mobile.americanexpress.com.test-domain.com,53578,typosquatting,combosquatting,wrong_tld,subdomain,homograph
53dc7601-4839-4708-8752-d0845829ddcc,att.com,subdomain_usage,service.att.com.test-domain.com,14539,typosquatting,wrong_tld,combosquatting,subdomain,homograph
3fa26559-af09-49b1-b1a1-bf9da118c465,orange.com,combosquatting,sorange.com,20734,subdomain,wrong_tld,typosquatting,combosquatting,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,amazon.com,subdomain_usage,tizf7.amazon.com.mobile.test-domain.com,16504,subdomain,typosquatting,homograph,wrong_tld,combosquatting
53dc7601-4839-4708-8752-d0845829ddcc,amazon.com,subdomain_usage,official.amazon.com.validation.test-domain.com,17668,typosquatting,combosquatting,wrong_tld,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,instagram.com,typosquatting,insatgram.com,31661,wrong_tld,combosquatting,typosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,wrong_tld,google.top,23688,subdomain,homograph,typosquatting,combosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,chase.com,typosquatting,cnase.com,52836,typosquatting,homograph,wrong_tld,combosquatting,subdomain
a5fe969e-f9e6-49f4-88a6-46ddddc8851b,americanexpress.com,combosquatting,9americanexpressw.com,37269,wrong_tld,typosquatting,combosquatting,homograph,subdomain
3fa26559-af09-49b1-b1a1-bf9da118c465,wellsfargo.com,subdomain_usage,login.wellsfargo.com.test-domain.com,8175,subdomain,combosquatting,typosquatting,wrong_tld,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,xfinity.com,wrong_tld,xfinity.de,13384,wrong_tld,typosquatting,combosquatting,subdomain,homograph
30f8b39d-0439-4571-89b7-da317d433397,google.com,combosquatting,secure-google.com,116755,homograph,subdomain,combosquatting,typosquatting,wrong_tld
53dc7601-4839-4708-8752-d0845829ddcc,bankofamerica.com,wrong_tld,bankofamerica.de,15748,wrong_tld,combosquatting,subdomain,typosquatting,homograph
3fa26559-af09-49b1-b1a1-bf9da118c465,microsoft.com,homograph,mȋcrosoft.com,11535,typosquatting,combosquatting,homograph,subdomain,wrong_tld
75a4ca19-07a5-4161-8ac4-ade4579049b2,bankofamerica.com,combosquatting,4fbankofamerica.com,7316,typosquatting,subdomain,homograph,combosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,bankofamerica.com,typosquatting,wwwbankofamerica.com,16233,typosquatting,subdomain,homograph,wrong_tld,combosquatting
a5fe969e-f9e6-49f4-88a6-46ddddc8851b,amazon.com,subdomain_usage,mobile.amazon.com.test-domain.com,18938,subdomain,wrong_tld,typosquatting,combosquatting,homograph
3fa26559-af09-49b1-b1a1-bf9da118c465,yahoo.com,subdomain_usage,validation.yahoo.com.test-domain.com,6063,typosquatting,combosquatting,homograph,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,orange.com,typosquatting,orannge.com,22318,typosquatting,combosquatting,subdomain,wrong_tld,homograph
da0e7c39-5288-4d6b-bae2-228da72f74bf,americanexpress.com,homograph,americanėxpress.com,80357,subdomain,combosquatting,typosquatting,wrong_tld,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,apple.com,homograph,apƥle.com,11445,subdomain,typosquatting,combosquatting,wrong_tld,homograph
ff1048ec-3f11-44c1-a715-dc632b86aee7,apple.com,combosquatting,login-apple.com,78222,wrong_tld,combosquatting,subdomain,typosquatting,homograph
3fa26559-af09-49b1-b1a1-bf9da118c465,dhl.com,wrong_tld,dhl.md,6248,homograph,subdomain,typosquatting,combosquatting,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,paypal.com,homograph,рaypal.com,18406,homograph,typosquatting,subdomain,combosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,subdomain_usage,amazon.com.cwx2i.test-domain.com,15006,wrong_tld,combosquatting,typosquatting,subdomain,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,bankofamerica.com,wrong_tld,bankofamerica.top,8347,subdomain,combosquatting,typosquatting,wrong_tld,homograph
a5fe969e-f9e6-49f4-88a6-46ddddc8851b,bankofamerica.com,typosquatting,bankofmerica.com,15474,combosquatting,subdomain,typosquatting,homograph,wrong_tld
3fa26559-af09-49b1-b1a1-bf9da118c465,netflix.com,combosquatting,tnetflix.com,4952,combosquatting,wrong_tld,subdomain,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,dhl.com,combosquatting,4vdhl.com,13556,typosquatting,combosquatting,wrong_tld,subdomain,homograph
53dc7601-4839-4708-8752-d0845829ddcc,facebook.com,typosquatting,faceb0ok.com,33366,subdomain,combosquatting,typosquatting,wrong_tld,homograph
3fa26559-af09-49b1-b1a1-bf9da118c465,amazon.com,combosquatting,account-amazon.com,6559,combosquatting,subdomain,typosquatting,homograph,wrong_tld
75a4ca19-07a5-4161-8ac4-ade4579049b2,facebook.com,homograph,facębook.com,7743,homograph,typosquatting,combosquatting,wrong_tld,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,facebook.com,typosquatting,faceboko.com,13263,subdomain,typosquatting,combosquatting,wrong_tld,homograph
da0e7c39-5288-4d6b-bae2-228da72f74bf,chase.com,typosquatting,chas.com,15399,wrong_tld,typosquatting,combosquatting,homograph,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,typosquatting,yahhoo.com,11839,typosquatting,wrong_tld,combosquatting,homograph,subdomain
75a4ca19-07a5-4161-8ac4-ade4579049b2,orange.com,combosquatting,1orange.com,3403,combosquatting,typosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,linkedin.com,subdomain_usage,kth7y.linkedin.com.test-domain.com,10299,typosquatting,wrong_tld,combosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,combosquatting,google-account.com,41451,typosquatting,wrong_tld,homograph,combosquatting,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,wellsfargo.com,typosquatting,wwwwellsfargo.com,16469,typosquatting,subdomain,combosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,wrong_tld,dhl.de,7759,homograph,combosquatting,subdomain,wrong_tld,typosquatting
75a4ca19-07a5-4161-8ac4-ade4579049b2,att.com,subdomain_usage,mobile.att.com.test-domain.com,4335,typosquatting,homograph,wrong_tld,combosquatting,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,instagram.com,wrong_tld,instagram.net,9767,typosquatting,homograph,subdomain,wrong_tld,combosquatting
53dc7601-4839-4708-8752-d0845829ddcc,wellsfargo.com,homograph,wellsfarg໐.com,16629,subdomain,homograph,wrong_tld,typosquatting,combosquatting
7a034678-e309-4000-960d-b06e8077d84b,dropbox.com,typosquatting,dropbx.com,100453,combosquatting,typosquatting,homograph,wrong_tld,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,subdomain_usage,signin.google.com.test-domain.com,8625,combosquatting,typosquatting,subdomain,wrong_tld,homograph
75a4ca19-07a5-4161-8ac4-ade4579049b2,paypal.com,combosquatting,verify-paypal.com,6751,subdomain,wrong_tld,combosquatting,typosquatting,homograph
