user_id,age,gender,education,origin,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,sum,avg,attention_test1,attention_test2,phishing,techniques,future
e9357d0b-a47e-43ac-bb69-00fba25e22ea,over_55,male,no_degree,north_america,2,3,1,1,0,4,0,0,3,2,0,2,4,0,4,0,26,1.625,never,sometimes,yes,no,yes
f7ef700c-324b-497f-8919-1071f32403b4,46_55,female,no_degree,north_america,3,3,0,0,0,0,1,0,2,4,0,3,3,3,1,0,23,1.4375,never,always,yes,not_all,yes
622c8c1a-67b6-41e2-8543-6daa6b6a4303,36_45,female,bachelor,north_america,0,1,2,2,4,4,2,0,3,3,0,2,3,1,3,2,32,2.0,never,rarely,no,no,yes
850e8db5-d4b5-4a5b-b5e9-2ebb6340ceea,26_35,male,high_school,north_america,1,2,1,3,1,1,2,1,1,1,1,0,2,0,1,0,18,1.125,never,always,no,no,no
7201d2d1-5646-4c6b-9f85-6847c4dfbaf3,46_55,male,bachelor,north_america,1,4,0,0,4,4,1,0,4,4,2,1,4,0,4,0,33,2.0625,never,always,no,not_all,yes
430a4909-21e6-4028-a927-3838e6e356a3,46_55,female,high_school,north_america,3,3,0,0,0,0,1,0,3,4,0,2,3,3,2,0,24,1.5,never,always,yes,not_all,yes
30f8b39d-0439-4571-89b7-da317d433397,26_35,male,bachelor,north_america,1,3,2,0,3,3,2,1,2,3,3,2,3,2,4,2,36,2.25,never,sometimes,no,yes,not_known
15f02070-f607-4140-9755-6ab9da896ed2,over_55,female,bachelor,north_america,3,3,0,0,0,0,0,0,3,4,1,2,4,0,3,0,23,1.4375,never,always,no,no,yes
c18ffe35-a5c2-4daf-a3cf-101634664f8a,46_55,female,over_master,north_america,2,2,2,3,2,3,0,4,3,3,3,2,3,1,3,4,40,2.5,never,sometimes,no,no,yes
03da7f63-4e6f-4b60-97f7-6ae59303251e,26_35,male,bachelor,north_america,3,3,2,4,4,4,0,0,4,4,1,0,4,0,4,0,37,2.3125,never,always,no,no,yes
f4f5b461-5f6d-4a59-8404-b18745362e70,26_35,female,bachelor,north_america,3,4,1,3,3,3,0,0,4,4,0,1,4,0,4,0,34,2.125,never,rarely,no,no,yes
5ac40b0b-bf8c-4628-ba4a-5653d2687f6e,26_35,male,bachelor,north_america,3,3,4,0,4,4,1,3,3,3,3,4,3,2,3,2,45,2.8125,never,sometimes,no,yes,no
b6515d67-07be-4c30-9b40-e19e3db842cf,46_55,male,high_school,north_america,1,2,1,1,2,1,3,1,2,2,2,3,2,2,2,1,28,1.75,never,always,no,yes,not_known
98c8a074-6bdc-4e99-8624-907cd2a2a857,26_35,male,bachelor,north_america,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,4,44,2.75,sometimes,sometimes,no,yes,yes
b1370d87-01b2-4ba7-93c5-bf009b1e2f7b,26_35,male,bachelor,north_america,3,2,3,3,2,2,4,3,3,3,2,3,2,2,3,3,43,2.6875,sometimes,sometimes,no,yes,yes
428caed6-d312-4358-8586-b39c033163cd,26_35,female,no_degree,north_america,2,3,0,1,4,3,1,3,2,1,1,3,2,4,1,3,34,2.125,never,never,no,no,yes
a4b39e83-797f-45a0-b06c-5a39aed8b633,26_35,male,master,asia,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,2,41,2.5625,never,often,no,yes,yes
b538d184-33b2-47d6-b9fb-87c2ef90875e,over_55,male,high_school,north_america,3,4,0,1,1,4,0,0,4,4,2,0,4,0,4,0,31,1.9375,never,always,no,no,yes
f5de2041-13c1-4211-a5ae-1e1b5e282e36,18_25,female,over_master,north_america,2,3,4,3,3,3,0,0,2,4,0,3,2,3,1,0,33,2.0625,never,always,no,no,yes
98cdbe27-0a08-4ad9-999e-a05f8e397871,36_45,female,bachelor,north_america,4,4,3,4,4,4,0,0,4,4,0,2,2,3,2,0,40,2.5,never,always,no,yes,yes
69c11e15-ca57-4be2-819b-11dadbd34a3f,26_35,male,bachelor,asia,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,61,3.8125,often,always,no,not_all,not_known
25f460d1-db97-4376-9e5e-f7d78de76c81,46_55,male,bachelor,north_america,3,4,2,3,4,4,0,0,4,3,3,1,4,0,4,0,39,2.4375,never,always,no,not_all,yes
23214b07-0e77-4f1a-b595-e8f17f93a267,36_45,male,bachelor,north_america,3,2,0,0,4,1,1,0,2,4,0,3,3,2,2,2,29,1.8125,never,always,no,not_all,yes
02bb8e6f-6568-4fd2-b349-194952dfb0b6,36_45,male,master,north_america,0,4,2,4,3,4,0,0,3,2,2,1,4,2,4,0,35,2.1875,never,always,no,yes,yes
c73f79bc-736c-436d-8511-01604578ec31,26_35,male,bachelor,north_america,3,3,4,4,4,4,0,0,4,4,0,1,4,0,4,0,39,2.4375,never,rarely,no,not_all,yes
8e4dd822-0b17-4f55-b088-20b69f805e40,36_45,male,master,asia,2,3,2,3,4,4,2,1,3,3,2,1,4,2,3,2,41,2.5625,never,never,no,no,yes
991264c7-b0e7-4a9b-9f54-59319080e349,26_35,female,bachelor,north_america,2,2,3,3,4,4,0,0,2,4,0,2,2,3,2,0,33,2.0625,never,always,not_known,no,yes
9d346f6a-53b3-42b7-89a6-69e96bb88849,26_35,female,master,asia,0,3,3,4,4,4,2,0,4,2,1,1,4,1,4,1,38,2.375,never,always,no,no,yes
2fab1e01-ea03-4b83-b14b-b5b773281895,36_45,female,bachelor,asia,2,2,3,2,3,2,2,3,3,2,2,2,3,2,2,1,36,2.25,never,often,no,yes,yes
eb0b9d57-c0fe-45cd-a926-fdfe7ffec375,36_45,male,high_school,north_america,2,2,4,1,4,4,2,3,2,2,2,2,4,2,2,1,39,2.4375,never,sometimes,no,no,yes
daa4b8a7-1b64-4da8-bc58-d6a247290669,36_45,female,not_answer,north_america,2,2,2,2,4,4,0,0,2,4,0,2,4,1,3,1,33,2.0625,never,always,yes,yes,yes
1ea4d215-8392-4c9f-ae58-78e45e3c7472,36_45,female,bachelor,north_america,2,3,0,0,4,4,1,0,4,2,1,3,3,1,4,0,32,2.0,never,sometimes,not_known,yes,yes
93ed8579-78bb-4df6-ac5b-fd79a739407e,36_45,male,bachelor,asia,2,3,3,4,4,4,3,3,4,4,4,4,2,4,3,3,54,3.375,always,sometimes,no,no,yes
33831479-934f-4ec3-9965-0eca6f069540,26_35,male,bachelor,asia,3,2,3,3,2,2,4,2,3,3,4,3,3,3,2,3,45,2.8125,never,sometimes,not_known,not_all,no
39dc5dd3-7ed4-43fe-a4e9-ddd69c8c097e,26_35,male,master,north_america,2,2,1,3,4,2,1,0,2,3,0,2,3,2,2,0,29,1.8125,never,sometimes,no,not_all,yes
9b5ff763-b061-48ff-a782-e2a2fbfaa7f8,26_35,male,bachelor,asia,4,2,3,3,2,2,2,3,3,3,2,3,2,2,4,3,43,2.6875,always,sometimes,no,no,yes
84806212-c392-4970-9fa8-ea45aa89954e,46_55,male,bachelor,asia,1,3,0,2,4,4,0,1,2,3,2,2,4,3,3,0,34,2.125,never,sometimes,not_known,yes,yes
f23f5746-9ed9-4307-a69c-d2b93d35e1cb,26_35,female,bachelor,asia,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,36,2.25,never,rarely,no,no,not_known
cb7747c7-7301-4a67-8049-9dbe0c642263,26_35,female,over_master,asia,3,2,2,0,1,2,3,3,3,2,2,2,2,2,3,3,35,2.1875,never,always,not_known,no,not_known
9fa8fccc-9284-415d-a71e-ea2c2b4d5044,46_55,female,master,north_america,3,4,2,3,2,4,0,0,4,4,1,2,3,1,3,0,36,2.25,never,always,yes,yes,yes
2997496c-d1ac-4955-96b2-07103cb3fc5f,36_45,male,bachelor,north_america,2,3,0,0,4,4,0,0,3,3,0,3,3,0,4,0,29,1.8125,never,rarely,no,yes,no
32212fcc-39e2-4e3e-be69-cffaa802cefd,26_35,male,high_school,north_america,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0.3125,never,rarely,no,no,no
95bcd133-8a5e-428d-a005-e841ace25607,26_35,male,high_school,north_america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,never,rarely,no,no,no
f02cd6c9-2f04-4c79-9688-75540025fc5b,26_35,male,high_school,north_america,1,2,0,0,0,4,1,1,2,3,0,3,3,2,2,2,26,1.625,never,always,no,no,yes
1049c024-f9b3-450a-a1d1-2d0ea89ef4d4,26_35,male,master,asia,0,2,1,4,3,4,3,0,3,3,2,2,2,0,2,1,32,2.0,never,sometimes,yes,no,yes
dc69e057-a0f0-47b9-affc-a99cb1dc743d,26_35,male,master,asia,3,3,3,1,3,2,2,2,2,3,3,2,2,3,3,3,40,2.5,rarely,never,not_known,yes,yes
c65d38a7-126d-42be-89ef-3c8f0864496b,26_35,female,bachelor,north_america,4,4,1,4,4,4,0,1,4,3,1,0,2,1,3,0,36,2.25,never,often,no,no,yes
dd9ccb01-d01c-4fb9-9b75-e5d685e8ec64,26_35,female,bachelor,north_america,2,3,4,4,4,4,0,0,2,0,2,3,2,2,3,0,35,2.1875,never,never,no,no,yes
a4e3094f-361e-4fec-a206-5ba617de07da,26_35,male,master,asia,2,1,2,2,3,3,3,2,2,1,2,2,1,1,2,2,31,1.9375,never,sometimes,no,yes,yes
35c52bd1-9bec-411b-b5b4-4dab92d39ab7,36_45,male,bachelor,asia,2,2,0,0,4,4,0,1,2,1,1,1,3,2,2,1,26,1.625,never,sometimes,no,not_all,yes
6f8f67c2-6978-4a05-bd6d-8ca12590199a,26_35,male,bachelor,north_america,2,3,2,3,4,4,2,1,3,3,2,1,3,0,3,1,37,2.3125,never,always,no,no,no
bfbe75c9-6232-4555-90ed-f6181d546f0e,26_35,male,bachelor,asia,3,3,3,2,4,3,4,3,4,3,4,3,2,4,3,3,51,3.1875,never,sometimes,no,yes,yes
f4ac3386-2193-4d30-a6b7-7081e9cbfa72,36_45,male,bachelor,north_america,3,4,4,4,4,4,0,0,4,4,3,2,4,0,4,0,44,2.75,never,never,no,no,yes
1d9dd638-f67a-44e4-a20d-d3586b7d9291,26_35,male,bachelor,asia,3,2,3,2,2,3,2,4,3,3,2,3,2,2,3,3,42,2.625,never,often,no,yes,yes
dd7c96ab-676c-435d-81cf-0637fe408242,46_55,male,bachelor,north_america,2,2,2,3,3,3,1,2,1,2,2,3,2,3,2,3,36,2.25,never,sometimes,yes,not_all,yes
873b85e4-9b57-423a-948e-0e9e75650f66,not_answer,non_binary,bachelor,north_america,0,2,0,4,4,4,2,0,4,3,0,3,3,1,3,1,34,2.125,never,never,no,not_all,yes
ec313226-c3f2-4972-8bc5-8172cde28bb5,36_45,male,no_degree,asia,1,2,2,2,4,3,3,3,4,3,4,4,4,4,3,0,46,2.875,often,rarely,no,yes,no
d9dac098-4c79-48f2-ac5c-0185f81eb88d,46_55,female,no_degree,north_america,1,2,2,3,4,4,1,2,2,1,3,2,2,4,2,1,36,2.25,never,sometimes,no,no,yes
d6b60690-e666-4c7f-888f-fde127ade7c2,36_45,female,no_degree,north_america,4,4,1,4,0,4,0,0,4,4,0,0,4,0,4,0,33,2.0625,never,rarely,yes,yes,yes
2c4d210d-bf2d-46c3-8f1c-692445c18546,26_35,male,bachelor,north_america,1,3,2,3,4,4,3,3,3,3,4,3,3,2,3,3,47,2.9375,never,sometimes,no,yes,yes
173f585f-fd57-4143-a830-a4cdee56fab5,26_35,male,master,asia,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,37,2.3125,never,often,no,yes,no
fdd3deec-2955-4c86-8dc6-7ad582ec0557,26_35,male,bachelor,north_america,3,2,2,2,3,1,1,3,4,3,2,1,4,2,3,3,39,2.4375,never,sometimes,no,yes,yes
f49bf80e-39b6-416c-a1de-d6a37cd3ffd0,36_45,female,bachelor,north_america,2,2,1,2,1,3,0,0,3,4,1,2,4,3,3,0,31,1.9375,never,always,no,yes,yes
fd6c50e0-a1cc-4f8a-94eb-38becfe41b94,26_35,male,high_school,north_america,3,3,1,3,4,4,2,1,3,3,3,2,4,0,4,2,42,2.625,never,sometimes,no,yes,no
082a5280-5688-44e2-81c6-ee8ac7c2aafa,26_35,male,no_degree,asia,3,3,0,0,2,2,1,1,3,3,2,3,3,4,3,1,34,2.125,never,always,no,not_all,yes
bf0de6d4-8279-4334-ab68-dc75d9519122,46_55,female,master,north_america,3,4,2,3,2,4,0,1,3,4,2,1,3,1,4,0,37,2.3125,never,always,yes,not_all,yes
bd5e6648-650e-4eaa-b160-7e2494a541ba,26_35,male,bachelor,north_america,2,2,2,3,4,4,1,1,2,3,2,2,4,2,2,2,38,2.375,never,always,no,not_all,yes
37e5ddbc-281f-4e57-9eca-5c6c66ffeb6e,26_35,male,master,north_america,1,3,2,4,4,4,0,0,3,3,1,1,3,0,3,1,33,2.0625,never,always,no,yes,yes
150cfba3-4312-44eb-b3b4-1cf15261caae,26_35,male,high_school,north_america,4,4,0,4,4,4,0,0,4,4,0,4,3,0,4,0,39,2.4375,never,always,no,no,yes
6bf0f36e-78f2-4e8c-a2ab-bfaf205205d8,26_35,male,bachelor,north_america,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,38,2.375,never,sometimes,no,yes,yes
cce1ffeb-4c4f-43c3-9333-9836efd32d21,26_35,female,no_degree,north_america,1,2,4,4,4,4,1,0,3,2,0,2,3,0,3,0,33,2.0625,never,never,no,not_all,yes
b2aeff6b-b145-4696-bcdb-a645428a4590,46_55,male,bachelor,north_america,3,3,3,3,0,0,0,0,4,4,0,0,4,0,3,0,27,1.6875,never,always,yes,yes,not_known
76d858d6-67b9-4f53-b419-c00eb3498ee0,36_45,male,high_school,asia,3,3,2,2,4,4,3,2,2,2,2,0,2,1,2,3,37,2.3125,never,often,no,yes,yes
3b5eb3ce-63ae-47b3-8b6a-8ac3f5bea34d,46_55,female,bachelor,north_america,0,1,0,0,4,2,0,0,1,2,1,3,3,2,1,2,22,1.375,never,often,yes,not_all,yes
e41e1a4f-95b0-44dd-b0a8-ed5d68b90ffc,26_35,female,bachelor,asia,2,3,2,3,4,3,0,0,3,2,4,2,3,1,2,1,35,2.1875,never,always,no,yes,yes
0b321196-e676-44d1-98b3-91083ce7593a,36_45,male,high_school,asia,2,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,42,2.625,never,often,no,yes,yes
2f830596-a28b-4b12-942b-ac24615c4fde,46_55,female,bachelor,asia,3,3,1,3,0,2,1,3,3,1,3,3,2,3,3,3,37,2.3125,never,rarely,no,no,not_known
bdb61707-5088-4712-88f8-2bb1ace3be40,26_35,male,bachelor,north_america,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,35,2.1875,never,sometimes,no,yes,yes
3d94c36b-bb6e-445c-ab8f-906693aca11f,36_45,female,bachelor,north_america,3,4,1,3,4,3,3,2,4,3,2,0,4,0,4,0,40,2.5,never,never,no,yes,yes
0d550a4f-8a55-426c-b031-40d805c3c141,46_55,female,no_degree,north_america,3,3,4,4,4,4,0,0,4,4,0,0,4,0,4,4,42,2.625,never,often,no,not_all,yes
969a3a33-ed71-4d2c-8c67-e2d683bc8bf1,46_55,non_binary,bachelor,north_america,1,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,32,2.0,never,sometimes,not_known,no,yes
041d024b-979d-4896-b005-6240deb44d72,over_55,female,no_degree,north_america,0,4,2,2,2,4,0,0,4,4,0,3,4,2,3,0,34,2.125,never,often,no,yes,yes
cfe3b491-5524-40ae-9c12-362bb5d58442,26_35,female,bachelor,north_america,2,3,0,4,4,4,0,1,3,3,1,3,4,0,3,1,36,2.25,never,never,no,not_all,yes
933f1aeb-2b5d-475f-95fa-cff22bebbe78,26_35,male,no_degree,north_america,2,3,1,2,4,4,3,1,0,2,3,2,3,1,3,2,36,2.25,never,rarely,not_known,yes,yes
f73ecd5a-f7f5-4fab-8924-87a62053da2f,26_35,female,high_school,north_america,2,3,3,3,4,4,3,1,2,2,3,3,1,3,0,2,39,2.4375,never,sometimes,no,not_all,yes
30d8e959-72f8-4a62-99d0-6e740ecb717d,36_45,male,bachelor,north_america,2,3,2,4,4,4,1,0,3,3,2,2,3,2,3,2,40,2.5,never,always,no,not_all,yes
620f1a6f-1fff-4973-bba1-1a09965103a6,26_35,male,master,north_america,3,3,2,4,4,4,0,0,4,3,3,1,3,1,2,1,38,2.375,never,always,no,no,yes
8b960c85-867e-4a23-a4aa-5d2311a41677,26_35,female,not_answer,north_america,2,3,1,3,0,0,0,0,3,3,0,2,3,1,3,0,24,1.5,never,sometimes,yes,yes,yes
e15cb651-1151-432f-98b9-a98535a67cee,36_45,male,bachelor,north_america,0,3,0,0,4,0,0,3,3,4,3,4,4,4,1,0,33,2.0625,never,always,not_known,no,yes
9f6363b9-2280-47aa-863e-a3b451dc03aa,46_55,male,high_school,north_america,3,3,3,2,4,4,0,0,3,3,0,1,4,0,4,0,34,2.125,never,always,no,no,yes
53920034-afb8-45a3-bcbd-bb0686cb1611,over_55,female,over_master,north_america,2,2,2,2,3,4,1,0,2,3,1,1,3,1,2,0,29,1.8125,never,always,no,no,yes
d2f466a4-9485-4f4d-bd97-d668536f63e4,26_35,male,bachelor,north_america,3,3,3,4,4,4,1,0,3,4,1,3,3,3,3,1,43,2.6875,never,always,no,no,yes
9be66586-383a-4906-9e06-b60bc76e13bf,26_35,male,bachelor,asia,4,4,4,2,2,2,1,2,4,2,2,1,3,0,2,3,38,2.375,never,sometimes,no,yes,yes
350fd70e-ce35-4c8a-92f7-acd5985a52a8,46_55,female,bachelor,north_america,2,3,1,2,0,4,0,0,4,2,2,2,3,0,3,1,29,1.8125,never,rarely,no,no,yes
009ab515-ca53-4b73-bd06-8e42a38de79f,26_35,male,bachelor,asia,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,62,3.875,always,often,not_known,not_all,not_known
65ef388d-5fd6-447f-897d-06f1cae928dd,26_35,male,bachelor,asia,4,4,4,3,4,4,2,0,4,4,3,3,3,1,3,1,47,2.9375,never,always,yes,not_all,yes
a9b71090-2b76-4b88-843b-c2ec892cda77,36_45,non_binary,high_school,north_america,2,2,1,3,2,2,0,0,3,2,0,3,4,1,3,0,28,1.75,never,always,no,yes,yes
8c74e879-5e53-49d3-8131-f9779158d277,36_45,male,bachelor,north_america,3,3,3,3,4,4,0,0,4,4,1,2,4,0,4,1,40,2.5,never,sometimes,no,yes,yes
452d7bc8-66e6-47e1-b146-7d4a4cd1eca7,over_55,male,bachelor,north_america,4,3,0,0,0,0,0,0,2,4,1,3,4,0,3,0,24,1.5,never,never,no,yes,yes
66b438b9-ac6c-4925-a898-1f3b9d467f41,36_45,male,bachelor,asia,4,3,3,3,2,2,2,2,3,1,2,1,3,4,3,3,41,2.5625,often,often,no,no,yes
f50d24df-5267-4d49-8aa7-54a754889378,46_55,female,bachelor,north_america,3,3,3,2,3,4,1,0,4,4,3,1,3,0,3,1,38,2.375,never,often,no,yes,yes
cb747e15-32c0-4c5d-b5db-ac0a819ebeae,36_45,male,no_degree,north_america,3,3,0,0,3,4,2,0,3,3,2,2,3,0,4,1,33,2.0625,never,always,not_known,not_all,yes
17fb78e1-6d04-4720-a9d4-cb19d9c27a22,26_35,female,bachelor,north_america,1,3,2,3,4,4,1,3,3,3,1,2,3,1,3,2,39,2.4375,never,sometimes,no,not_all,yes
29df554a-e97e-4ef9-9523-8cb81c6bbd29,26_35,male,master,asia,2,3,2,3,3,3,2,2,2,3,2,1,2,2,3,3,38,2.375,never,sometimes,no,no,no
b7ef9d3c-09eb-4418-b525-82c1cf71ad42,26_35,female,master,asia,4,4,4,3,3,4,4,3,4,3,4,4,3,4,4,3,58,3.625,often,always,no,yes,yes
ef34d419-3c83-49cc-9e41-ea9d55ce356b,36_45,male,high_school,north_america,1,2,0,0,1,0,1,1,1,1,1,1,2,2,1,1,16,1.0,never,always,yes,yes,yes
06525554-b116-4b0e-a1ee-2b3bb7526f97,46_55,female,high_school,north_america,3,3,1,1,4,4,0,0,3,3,1,3,3,2,3,1,35,2.1875,never,always,no,no,not_known
3cd5d9f5-9a24-4f57-aec3-d99c9313ab44,46_55,female,not_answer,north_america,3,3,0,0,4,4,0,1,3,2,1,3,4,0,2,1,31,1.9375,never,never,not_known,not_all,yes
f836556a-67dc-4108-9f55-67eb879a650c,26_35,male,bachelor,north_america,3,4,3,3,2,3,1,1,3,3,2,2,3,1,3,1,38,2.375,never,never,yes,not_all,yes
b8e8a1ce-4428-4e05-8370-57169c60d74f,26_35,male,no_degree,north_america,1,2,0,0,4,4,0,0,1,2,2,1,3,1,3,0,24,1.5,never,sometimes,no,no,not_known
5a34ed1e-4dca-40fe-a0fd-7f831b96ccb5,46_55,female,high_school,north_america,4,4,4,4,4,4,0,0,4,4,4,0,4,0,4,0,44,2.75,never,never,no,no,yes
d0ff512b-8bb9-4d60-9378-f2e0be6844ec,26_35,male,bachelor,north_america,3,4,3,1,3,1,3,4,3,2,3,3,4,3,3,3,46,2.875,sometimes,often,no,not_all,no
0dc9b83c-b63a-4f0d-8719-8d49daa9e5b9,over_55,female,no_degree,north_america,2,3,2,2,4,2,1,1,3,2,2,1,2,1,2,1,31,1.9375,never,always,no,no,yes
d34fab8f-0c61-4a90-9668-dbea4cc8fdc6,36_45,male,bachelor,north_america,1,4,3,4,4,4,0,0,3,2,1,0,4,0,3,1,34,2.125,never,rarely,no,no,yes
bea91f14-a99e-45f8-9319-747eb9a70143,26_35,male,high_school,north_america,2,2,2,4,4,4,1,1,3,2,1,3,4,1,4,2,40,2.5,never,always,no,yes,yes
bc87b98e-9432-4b31-b76c-a01046d8acfc,46_55,female,master,north_america,4,4,4,4,4,4,1,0,4,4,2,1,4,0,4,0,44,2.75,never,often,no,yes,yes
dc27d242-0af9-4f02-8ea6-7a949afa077f,26_35,male,bachelor,north_america,2,3,1,2,0,4,0,0,2,2,2,2,3,0,2,0,25,1.5625,never,sometimes,no,no,no
e6579ec5-85b6-4247-911c-43e7810b584a,over_55,male,less_high_school,north_america,0,4,0,1,4,4,2,0,3,3,3,2,3,4,2,2,37,2.3125,never,always,no,yes,yes
3d7f51f4-f4de-4aac-8eb5-be95dc28a7e0,26_35,male,master,asia,3,4,3,4,4,4,0,1,4,4,3,4,1,0,1,2,42,2.625,never,always,no,no,yes
d4ed9f64-05eb-4d48-9e72-0106b91d0dee,not_answer,male,bachelor,north_america,1,4,2,4,4,4,0,1,4,3,2,2,3,2,4,1,41,2.5625,never,never,no,not_all,yes
028c3e61-13b4-4111-87c9-5b121835fc7e,46_55,male,high_school,north_america,2,2,1,2,4,2,1,0,2,3,2,2,3,2,2,2,32,2.0,never,always,no,not_all,yes
c802b36b-abdd-4e19-96c2-12ae60739025,18_25,male,bachelor,north_america,2,4,3,4,2,4,3,1,1,2,2,1,3,0,3,2,37,2.3125,never,never,no,yes,yes
efc0e3ac-ce70-4d59-9325-e7777bfb2437,26_35,male,master,north_america,2,3,2,3,3,3,3,2,2,2,3,2,3,1,3,2,39,2.4375,never,rarely,no,yes,yes
53f1b72f-3f6d-472f-8f25-99cc6a1e1382,18_25,female,over_master,north_america,2,3,3,3,3,3,0,0,3,4,0,3,2,3,2,0,34,2.125,never,always,no,no,yes
b0680156-526c-4d7f-a8f8-8d284c16353b,36_45,male,bachelor,north_america,3,3,4,4,4,4,0,0,4,4,0,0,3,0,3,0,36,2.25,never,always,no,not_all,yes
9adde250-8925-481b-a1d3-0519520b586b,46_55,female,bachelor,north_america,0,4,4,4,4,4,0,0,4,4,0,0,4,0,4,0,36,2.25,never,always,yes,yes,yes
97a28d40-fc6d-4780-b84a-ca0ca5319cd6,36_45,female,bachelor,asia,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,4,54,3.375,never,rarely,no,yes,yes
f95352ec-334a-40d1-ba09-77ca4807354e,26_35,male,bachelor,north_america,0,2,2,4,4,4,0,0,2,4,0,1,3,0,3,0,29,1.8125,never,always,no,no,yes
a812e87f-e3b5-4956-b0c1-3697eca4e9ef,36_45,female,bachelor,north_america,3,4,1,4,4,4,0,0,4,0,1,0,4,0,4,0,33,2.0625,never,sometimes,no,yes,yes
a801fcc2-949c-4a80-bf3a-6e3d716d0831,26_35,male,bachelor,north_america,3,2,3,4,4,4,3,3,3,3,3,1,4,1,4,4,49,3.0625,never,never,no,yes,yes
454bb588-732f-4956-af0c-3ebce104054a,46_55,male,master,north_america,2,4,3,4,4,4,0,0,4,3,1,2,4,0,4,3,42,2.625,never,never,yes,yes,not_known
